ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"178.134.71.138","elite","AS35805","GE","JSC \"Silknet\"","98","Silknet - 6","37590","socks4","2196","88","2023-11-09T16:14:39.202Z","99","4638","4682"
"182.52.32.11","elite","AS23969","TH","TOT Public Company Limited","186","TOT Public Company Limited","4153","socks4","4901","1","2023-11-09T16:14:39.004Z","73","3448","4700"
"185.171.55.162","elite","AS44285","IR","Shahrad Network","104","N/A","4153","socks4","4714","1","2023-11-09T16:14:39.099Z","95","4516","4731"
"43.153.55.253","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","198","Tencent Cloud Computing","443","socks5","609","1","2023-11-09T16:14:33.198Z","87","4075","4663"
"107.181.161.133","elite","AS46562","US","Performive LLC","147","Total Server Solutions L.L.C","11987","socks4","5004","68","2023-11-09T16:14:33.303Z","98","4587","4681"
"128.199.114.221","elite","AS14061","SG","DigitalOcean, LLC","160","DigitalOcean, LLC","60879","socks5","5097","2","2023-11-09T16:14:33.301Z","100","4654","4656"
"103.85.103.129","elite","AS135788","IN","Vedant Broadband","287","N/A","5678","socks4","4809","1","2023-11-09T16:14:33.213Z","99","4671","4709"
"149.20.253.126","elite","AS18615","US","Mainstream Fiber Networks, LLC","102","Mainstream Fiber Networks, LLC","12551","socks4","3594","1","2023-11-09T16:14:27.495Z","100","4744","4753"
"38.127.172.42","elite","AS174","US","Cogent Communications","97","Torlandia Trading SRL","46656","socks5","3407","1","2023-11-09T16:14:27.501Z","100","4707","4712"
"103.10.99.110","elite","AS18103","ID","Neuviz","183","N/A","5678","socks4","4484","1","2023-11-09T16:14:25.106Z","96","4553","4748"
"221.143.248.55","elite","AS9318","KR","SK Broadband Co Ltd","289","SK Broadband Co Ltd","3128","socks5","4114","1","2023-11-09T16:14:25.202Z","99","4700","4732"
"188.165.201.173","elite","AS16276","FR","OVH SAS","15","OVH ISP","51102","socks5","3202","1","2023-11-09T16:14:20.509Z","100","4676","4676"
"38.127.173.253","elite","AS174","US","Cogent Communications","110","Torlandia Trading SRL","11537","socks5","4870","2","2023-11-09T16:14:20.505Z","100","4658","4664"
"118.71.99.233","elite","AS18403","VN","FPT Telecom Company","295","Vietnam Internet Network Information Center","5678","socks4","1293","2","2023-11-09T16:14:19.711Z","100","4685","4708"
"202.191.15.253","elite","AS9224","AU","Swoop Telecommunications Pty Ltd","385","Swoop Telecommunications Pty Ltd","4145","socks4","4986","3","2023-11-09T16:14:19.814Z","100","4580","4587"
"93.19.123.228","elite","AS15557","FR","Societe Francaise Du Radiotelephone - SFR SA","11","SFR SA","3128","socks5","3798","1","2023-11-09T16:14:19.804Z","85","3930","4606"
"80.87.200.140","elite","AS29182","RU","JSC IOT","90","JSC \"Server\"","9050","socks4","4797","1","2023-11-09T16:14:19.816Z","100","4738","4739"
"58.140.227.173","elite","AS10036","KR","DLIVE","288","DLIVE Guro Cable TV","3128","socks5","5193","1","2023-11-09T16:14:19.801Z","85","3966","4668"
"131.221.43.82","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","191","N/A","8080","socks4","4415","1","2023-11-09T16:14:14.102Z","99","4587","4630"
"5.135.24.186","elite","AS16276","GB","OVH SAS","7","OVH Ltd","808","socks4","5012","4","2023-11-09T16:14:14.999Z","38","1787","4704"
